  -73.1014490217  -57.9490748711   10.0000000000
  -73.1014490217  -57.9490748711   13.0000000000

  -80.0000000000  -62.0000000000   10.0000000000
  -80.0589285813  -54.0002170390   10.0000000000

  -80.0589285813  -54.0002170390   13.0000000000
  -80.0000000000  -62.0000000000   10.0000000000

  -86.9574795596  -58.0511421679   10.0000000000
  -86.9574795596  -58.0511421679   13.0000000000

  -80.0000000000  -62.0000000000   10.0000000000
  -86.8985509783  -66.0509251289   10.0000000000

  -86.8985509783  -66.0509251289   13.0000000000
  -80.0000000000  -62.0000000000   10.0000000000

  -79.9410714187  -69.9997829610   10.0000000000
  -79.9410714187  -69.9997829610   13.0000000000

  -80.0000000000  -62.0000000000   10.0000000000
  -73.0425204404  -65.9488578321   10.0000000000

  -73.0425204404  -65.9488578321   13.0000000000
  -80.0000000000  -62.0000000000   10.0000000000

  -73.1014490217  -57.9490748711   10.0000000000
  -73.1014490217  -57.9490748711   13.0000000000

  -80.0000000000  -62.0000000000   10.0000000000
  -80.0589285813  -54.0002170390   10.0000000000

  -80.0589285813  -54.0002170390   13.0000000000
  -80.0000000000  -62.0000000000   10.0000000000

  -73.1014490217  -57.9490748711   10.0000000000
  -73.1014490217  -57.9490748711   13.0000000000
