   18.0000000000   12.0000000000   13.0000000000
   18.0000000000   12.0000000000   16.0000000000

   10.0000000000   12.0000000000   13.0000000000
   14.0000000000   18.9282032303   13.0000000000

   14.0000000000   18.9282032303   16.0000000000
   10.0000000000   12.0000000000   13.0000000000

    6.0000000000   18.9282032303   13.0000000000
    6.0000000000   18.9282032303   16.0000000000

   10.0000000000   12.0000000000   13.0000000000
    2.0000000000   12.0000000000   13.0000000000

    2.0000000000   12.0000000000   16.0000000000
   10.0000000000   12.0000000000   13.0000000000

    6.0000000000    5.0717967697   13.0000000000
    6.0000000000    5.0717967697   16.0000000000

   10.0000000000   12.0000000000   13.0000000000
   14.0000000000    5.0717967697   13.0000000000

   14.0000000000    5.0717967697   16.0000000000
   10.0000000000   12.0000000000   13.0000000000

   18.0000000000   12.0000000000   13.0000000000
   18.0000000000   12.0000000000   16.0000000000

   10.0000000000   12.0000000000   13.0000000000
   14.0000000000   18.9282032303   13.0000000000

   14.0000000000   18.9282032303   16.0000000000
   10.0000000000   12.0000000000   13.0000000000

   18.0000000000   12.0000000000   13.0000000000
   18.0000000000   12.0000000000   16.0000000000
