   65.9687665802  -10.7062288518   60.0000000000
   65.9687665802  -10.7062288518   63.0000000000

   58.0000000000  -10.0000000000   60.0000000000
   62.5959954166   -3.4519601306   60.0000000000

   62.5959954166   -3.4519601306   63.0000000000
   58.0000000000  -10.0000000000   60.0000000000

   54.6272288364   -2.7457312789   60.0000000000
   54.6272288364   -2.7457312789   63.0000000000

   58.0000000000  -10.0000000000   60.0000000000
   50.0312334198   -9.2937711482   60.0000000000

   50.0312334198   -9.2937711482   63.0000000000
   58.0000000000  -10.0000000000   60.0000000000

   53.4040045834  -16.5480398694   60.0000000000
   53.4040045834  -16.5480398694   63.0000000000

   58.0000000000  -10.0000000000   60.0000000000
   61.3727711636  -17.2542687211   60.0000000000

   61.3727711636  -17.2542687211   63.0000000000
   58.0000000000  -10.0000000000   60.0000000000

   65.9687665802  -10.7062288518   60.0000000000
   65.9687665802  -10.7062288518   63.0000000000

   58.0000000000  -10.0000000000   60.0000000000
   62.5959954166   -3.4519601306   60.0000000000

   62.5959954166   -3.4519601306   63.0000000000
   58.0000000000  -10.0000000000   60.0000000000

   65.9687665802  -10.7062288518   60.0000000000
   65.9687665802  -10.7062288518   63.0000000000
