  -67.0707941875  -65.7421744426   10.0000000000
  -67.0707941875  -65.7421744426   13.0000000000

  -60.0000000000  -62.0000000000   10.0000000000
  -60.2945789611  -69.9945746126   10.0000000000

  -60.2945789611  -69.9945746126   13.0000000000
  -60.0000000000  -62.0000000000   10.0000000000

  -53.2237847736  -66.2524001700   10.0000000000
  -53.2237847736  -66.2524001700   13.0000000000

  -60.0000000000  -62.0000000000   10.0000000000
  -52.9292058125  -58.2578255574   10.0000000000

  -52.9292058125  -58.2578255574   13.0000000000
  -60.0000000000  -62.0000000000   10.0000000000

  -59.7054210389  -54.0054253874   10.0000000000
  -59.7054210389  -54.0054253874   13.0000000000

  -60.0000000000  -62.0000000000   10.0000000000
  -66.7762152264  -57.7475998300   10.0000000000

  -66.7762152264  -57.7475998300   13.0000000000
  -60.0000000000  -62.0000000000   10.0000000000

  -67.0707941875  -65.7421744426   10.0000000000
  -67.0707941875  -65.7421744426   13.0000000000

  -60.0000000000  -62.0000000000   10.0000000000
  -60.2945789611  -69.9945746126   10.0000000000

  -60.2945789611  -69.9945746126   13.0000000000
  -60.0000000000  -62.0000000000   10.0000000000

  -67.0707941875  -65.7421744426   10.0000000000
  -67.0707941875  -65.7421744426   13.0000000000
